# Table format: 2D
# Generated by the battery pre-calibrated tool of Simcenter Amesim 17.0
# Parameters:
#     model type:                   battery equivalent circuit model
#     battery database:             NMC HP
#     name of pre-calibrated cell:  Li-ion NMC-C High Power quasi-static battery cell with dynamic semi-empirical aging
#     reference capacity:           8.0 Ah
101
3
0.00000000000000e+00    1.00000000000000e+00    2.00000000000000e+00    3.00000000000000e+00    4.00000000000000e+00    5.00000000000000e+00    6.00000000000000e+00    7.00000000000000e+00    8.00000000000000e+00    9.00000000000000e+00    1.00000000000000e+01    1.10000000000000e+01    1.20000000000000e+01    1.30000000000000e+01    1.40000000000000e+01    1.50000000000000e+01    1.60000000000000e+01    1.70000000000000e+01    1.80000000000000e+01    1.90000000000000e+01    2.00000000000000e+01    2.10000000000000e+01    2.20000000000000e+01    2.30000000000000e+01    2.40000000000000e+01    2.50000000000000e+01    2.60000000000000e+01    2.70000000000000e+01    2.80000000000000e+01    2.90000000000000e+01    3.00000000000000e+01    3.10000000000000e+01    3.20000000000000e+01    3.30000000000000e+01    3.40000000000000e+01    3.50000000000000e+01    3.60000000000000e+01    3.70000000000000e+01    3.80000000000000e+01    3.90000000000000e+01    4.00000000000000e+01    4.10000000000000e+01    4.20000000000000e+01    4.30000000000000e+01    4.40000000000000e+01    4.50000000000000e+01    4.60000000000000e+01    4.70000000000000e+01    4.80000000000000e+01    4.90000000000000e+01    5.00000000000000e+01    5.10000000000000e+01    5.20000000000000e+01    5.30000000000000e+01    5.40000000000000e+01    5.50000000000000e+01    5.60000000000000e+01    5.70000000000000e+01    5.80000000000000e+01    5.90000000000000e+01    6.00000000000000e+01    6.10000000000000e+01    6.20000000000000e+01    6.30000000000000e+01    6.40000000000000e+01    6.50000000000000e+01    6.60000000000000e+01    6.70000000000000e+01    6.80000000000000e+01    6.90000000000000e+01    7.00000000000000e+01    7.10000000000000e+01    7.20000000000000e+01    7.30000000000000e+01    7.40000000000000e+01    7.50000000000000e+01    7.60000000000000e+01    7.70000000000000e+01    7.80000000000000e+01    7.90000000000000e+01    8.00000000000000e+01    8.10000000000000e+01    8.20000000000000e+01    8.30000000000000e+01    8.40000000000000e+01    8.50000000000000e+01    8.60000000000000e+01    8.70000000000000e+01    8.80000000000000e+01    8.90000000000000e+01    9.00000000000000e+01    9.10000000000000e+01    9.20000000000000e+01    9.30000000000000e+01    9.40000000000000e+01    9.50000000000000e+01    9.60000000000000e+01    9.70000000000000e+01    9.80000000000000e+01    9.90000000000000e+01    1.00000000000000e+02    
0.00000000000000e+00    2.30000000000000e+01    4.00000000000000e+01    
5.24962800000000e-02    5.09136600000000e-02    4.93826800000000e-02    
4.79022300000000e-02    4.64712500000000e-02    4.50886700000000e-02    
4.37534300000000e-02    4.24645100000000e-02    4.12208600000000e-02    
4.00214900000000e-02    3.88653800000000e-02    3.77515500000000e-02    
3.66790300000000e-02    3.56468500000000e-02    3.46540600000000e-02    
3.36997200000000e-02    3.27829000000000e-02    3.19026800000000e-02    
3.10581500000000e-02    3.02484300000000e-02    2.94726200000000e-02    
2.87298500000000e-02    2.80192600000000e-02    2.73399900000000e-02    
2.66912100000000e-02    2.60720800000000e-02    2.54817800000000e-02    
2.49194900000000e-02    2.43844100000000e-02    2.38757600000000e-02    
2.33927300000000e-02    2.29345700000000e-02    2.25005100000000e-02    
2.20897800000000e-02    2.17016500000000e-02    2.13353700000000e-02    
2.09902100000000e-02    2.06654500000000e-02    2.03603800000000e-02    
2.00743000000000e-02    1.98065000000000e-02    1.95563000000000e-02    
1.93230200000000e-02    1.91059800000000e-02    1.89045300000000e-02    
1.87180000000000e-02    1.85457400000000e-02    1.83871100000000e-02    
1.82414700000000e-02    1.81082100000000e-02    1.79866800000000e-02    
1.78762900000000e-02    1.77764300000000e-02    1.76864800000000e-02    
1.76058700000000e-02    1.75340000000000e-02    1.74702900000000e-02    
1.74141600000000e-02    1.73650600000000e-02    1.73224100000000e-02    
1.72856600000000e-02    1.72542500000000e-02    1.72276600000000e-02    
1.72053300000000e-02    1.71867300000000e-02    1.71713300000000e-02    
1.71586200000000e-02    1.71480800000000e-02    1.71392000000000e-02    
1.71314600000000e-02    1.71243700000000e-02    1.71174400000000e-02    
1.71101700000000e-02    1.71020800000000e-02    1.70926800000000e-02    
1.70815100000000e-02    1.70680800000000e-02    1.70519300000000e-02    
1.70326100000000e-02    1.70096400000000e-02    1.69825900000000e-02    
1.69509900000000e-02    1.69144100000000e-02    1.68724000000000e-02    
1.68245200000000e-02    1.67703500000000e-02    1.67094500000000e-02    
1.66414000000000e-02    1.65657800000000e-02    1.64821700000000e-02    
1.63901500000000e-02    1.62893200000000e-02    1.61792700000000e-02    
1.60596000000000e-02    1.59299000000000e-02    1.57897800000000e-02    
1.56388400000000e-02    1.54767000000000e-02    1.53029700000000e-02    
1.51172700000000e-02    1.49192100000000e-02    1.40890000000000e-02    
1.37217500000000e-02    1.33651300000000e-02    1.30190000000000e-02    
1.26832200000000e-02    1.23576300000000e-02    1.20421100000000e-02    
1.17364900000000e-02    1.14406500000000e-02    1.11544200000000e-02    
1.08776800000000e-02    1.06102700000000e-02    1.03520400000000e-02    
1.01028500000000e-02    9.86255700000000e-03    9.63100800000000e-03    
9.40805700000000e-03    9.19355500000000e-03    8.98735600000000e-03    
8.78931000000000e-03    8.59926900000000e-03    8.41708300000000e-03    
8.24260300000000e-03    8.07567900000000e-03    7.91616100000000e-03    
7.76389800000000e-03    7.61874100000000e-03    7.48053700000000e-03    
7.34913500000000e-03    7.22438300000000e-03    7.10613000000000e-03    
6.99422300000000e-03    6.88851000000000e-03    6.78883600000000e-03    
6.69505000000000e-03    6.60699800000000e-03    6.52452500000000e-03    
6.44747700000000e-03    6.37570100000000e-03    6.30904000000000e-03    
6.24734100000000e-03    6.19044700000000e-03    6.13820400000000e-03    
6.09045500000000e-03    6.04704300000000e-03    6.00781300000000e-03    
5.97260800000000e-03    5.94127000000000e-03    5.91364200000000e-03    
5.88956700000000e-03    5.86888600000000e-03    5.85144200000000e-03    
5.83707600000000e-03    5.82562900000000e-03    5.81694300000000e-03    
5.81085700000000e-03    5.80721300000000e-03    5.80585100000000e-03    
5.80661100000000e-03    5.80933200000000e-03    5.81385400000000e-03    
5.82001600000000e-03    5.82765700000000e-03    5.83661600000000e-03    
5.84673100000000e-03    5.85784100000000e-03    5.86978400000000e-03    
5.88239600000000e-03    5.89551700000000e-03    5.90898200000000e-03    
5.92263000000000e-03    5.93629600000000e-03    5.94981800000000e-03    
5.96303200000000e-03    5.97577400000000e-03    5.98787900000000e-03    
5.99918400000000e-03    6.00952400000000e-03    6.01873500000000e-03    
6.02665100000000e-03    6.03310600000000e-03    6.03793700000000e-03    
6.04097700000000e-03    6.04206000000000e-03    6.04102100000000e-03    
6.03769200000000e-03    6.03190900000000e-03    6.02350300000000e-03    
6.01230900000000e-03    5.99816000000000e-03    5.98088800000000e-03    
5.96032500000000e-03    5.93630500000000e-03    5.90866000000000e-03    
5.87722100000000e-03    5.84182100000000e-03    5.80229100000000e-03    
5.75846300000000e-03    5.71016900000000e-03    5.65723900000000e-03    
5.59950500000000e-03    6.17387500000000e-03    6.03202600000000e-03    
5.89394300000000e-03    5.75960000000000e-03    5.62896500000000e-03    
5.50201100000000e-03    5.37870700000000e-03    5.25902100000000e-03    
5.14292200000000e-03    5.03037600000000e-03    4.92135100000000e-03    
4.81581200000000e-03    4.71372400000000e-03    4.61505200000000e-03    
4.51975800000000e-03    4.42780600000000e-03    4.33915700000000e-03    
4.25377200000000e-03    4.17161300000000e-03    4.09263800000000e-03    
4.01680600000000e-03    3.94407600000000e-03    3.87440400000000e-03    
3.80774800000000e-03    3.74406200000000e-03    3.68330200000000e-03    
3.62542200000000e-03    3.57037500000000e-03    3.51811500000000e-03    
3.46859200000000e-03    3.42175700000000e-03    3.37756200000000e-03    
3.33595600000000e-03    3.29688600000000e-03    3.26030200000000e-03    
3.22615100000000e-03    3.19437800000000e-03    3.16492900000000e-03    
3.13775000000000e-03    3.11278400000000e-03    3.08997500000000e-03    
3.06926500000000e-03    3.05059500000000e-03    3.03390800000000e-03    
3.01914300000000e-03    3.00623900000000e-03    2.99513500000000e-03    
2.98577000000000e-03    2.97808000000000e-03    2.97200100000000e-03    
2.96747000000000e-03    2.96442100000000e-03    2.96278800000000e-03    
2.96250400000000e-03    2.96350300000000e-03    2.96571600000000e-03    
2.96907400000000e-03    2.97350800000000e-03    2.97894600000000e-03    
2.98531900000000e-03    2.99255300000000e-03    3.00057700000000e-03    
3.00931700000000e-03    3.01869900000000e-03    3.02864800000000e-03    
3.03908900000000e-03    3.04994500000000e-03    3.06113900000000e-03    
3.07259400000000e-03    3.08423000000000e-03    3.09597000000000e-03    
3.10773300000000e-03    3.11943800000000e-03    3.13100500000000e-03    
3.14235100000000e-03    3.15339300000000e-03    3.16404800000000e-03    
3.17423300000000e-03    3.18386200000000e-03    3.19284900000000e-03    
3.20111000000000e-03    3.20855600000000e-03    3.21510100000000e-03    
3.22065600000000e-03    3.22513300000000e-03    3.22844200000000e-03    
3.23049300000000e-03    3.23119500000000e-03    3.23045700000000e-03    
3.22818700000000e-03    3.22429100000000e-03    3.21867800000000e-03    
3.21125200000000e-03    3.20192000000000e-03    3.19058500000000e-03    
3.17715300000000e-03    3.16152600000000e-03    3.14360900000000e-03    
3.12330200000000e-03    3.10050900000000e-03    3.07512900000000e-03    
